Gene ID	Human associated gene name	Human gene stable ID
ENSMUSG00000038745	NLRP6	ENSG00000174885
ENSMUSG00000028763	HSPG2	ENSG00000142798
ENSMUSG00000095088	TRAV10	ENSG00000211784
ENSMUSG00000081775		
ENSMUSG00000103486		
ENSMUSG00000106546		
ENSMUSG00000025731	METTL26	ENSG00000130731
ENSMUSG00000084181		
ENSMUSG00000100393		
ENSMUSG00000086413		
ENSMUSG00000000791	IL12RB1	ENSG00000096996
ENSMUSG00000035914	CD276	ENSG00000103855
ENSMUSG00000038390	GPR162	ENSG00000250510
ENSMUSG00000102791		
ENSMUSG00000073377		
ENSMUSG00000083944		
ENSMUSG00000039239	TGFB2	ENSG00000092969
ENSMUSG00000097552		
ENSMUSG00000096770	AMY1C	ENSG00000187733
ENSMUSG00000096770	AMY1A	ENSG00000237763
ENSMUSG00000096770	AMY1B	ENSG00000174876
ENSMUSG00000096770	AMY2A	ENSG00000243480
ENSMUSG00000096770	AMY2B	ENSG00000240038
ENSMUSG00000041633		
ENSMUSG00000081026		
ENSMUSG00000082757		
ENSMUSG00000103986		
ENSMUSG00000081654		
ENSMUSG00000068391	CHRAC1	ENSG00000104472
ENSMUSG00000048592		
ENSMUSG00000106016		
ENSMUSG00000057614	GNAI1	ENSG00000127955
ENSMUSG00000025666	TMEM47	ENSG00000147027
ENSMUSG00000111154		
ENSMUSG00000074589		
ENSMUSG00000104340		
ENSMUSG00000101810		
ENSMUSG00000102757		
ENSMUSG00000087360		
ENSMUSG00000105393	TRAV12-3	ENSG00000211794
ENSMUSG00000105393	TRAV12-1	ENSG00000211785
ENSMUSG00000105393	TRAV12-2	ENSG00000211789
ENSMUSG00000096265		
ENSMUSG00000104837		
ENSMUSG00000097825		
ENSMUSG00000026821	RALGDS	ENSG00000160271
ENSMUSG00000108926		
ENSMUSG00000091478		
ENSMUSG00000095522		
ENSMUSG00000099470		
ENSMUSG00000105745		
ENSMUSG00000095689	TRAV18	ENSG00000211798
ENSMUSG00000066839	ECSIT	ENSG00000130159
ENSMUSG00000015879	FAM184B	ENSG00000047662
ENSMUSG00000059089	FCGR3A	ENSG00000203747
ENSMUSG00000059089	FCGR3B	ENSG00000162747
ENSMUSG00000104540		
ENSMUSG00000074930		
ENSMUSG00000099948		
ENSMUSG00000031389	ARHGAP4	ENSG00000089820
ENSMUSG00000026895	NDUFA8	ENSG00000119421
ENSMUSG00000001100	POLDIP2	ENSG00000004142
ENSMUSG00000073274		
ENSMUSG00000107877	CTC-281F24.5	ENSG00000282936
ENSMUSG00000086316	LINC01420	ENSG00000204272
ENSMUSG00000057522	SPOP	ENSG00000121067
ENSMUSG00000020807	KIAA0753	ENSG00000198920
ENSMUSG00000104442		
ENSMUSG00000083563		
ENSMUSG00000027351	SPRED1	ENSG00000166068
ENSMUSG00000110669		
ENSMUSG00000108965		
ENSMUSG00000082884		
ENSMUSG00000082516		
ENSMUSG00000083863		
ENSMUSG00000101440		
ENSMUSG00000073998	OR2AT4	ENSG00000171561
ENSMUSG00000087596		
ENSMUSG00000109275		
ENSMUSG00000097497		
ENSMUSG00000081103		
ENSMUSG00000092362		
ENSMUSG00000109128		
ENSMUSG00000079550	MPP4	ENSG00000082126
ENSMUSG00000042659	ARRDC4	ENSG00000140450
ENSMUSG00000108949		
ENSMUSG00000091512	LAMTOR3	ENSG00000109270
ENSMUSG00000073997	OR2AT4	ENSG00000171561
ENSMUSG00000099382		
ENSMUSG00000103596		
ENSMUSG00000110591		
ENSMUSG00000103364		
ENSMUSG00000051493		
ENSMUSG00000027947	IL6R	ENSG00000160712
ENSMUSG00000096992		
ENSMUSG00000105888		
ENSMUSG00000107058		
ENSMUSG00000003410	ELAVL3	ENSG00000196361
ENSMUSG00000084021		
ENSMUSG00000030922	LYRM1	ENSG00000102897
ENSMUSG00000050107	GSG2	ENSG00000177602
ENSMUSG00000101932		
ENSMUSG00000103186		
ENSMUSG00000100704		
ENSMUSG00000007610	GTPBP3	ENSG00000130299
ENSMUSG00000092428		
ENSMUSG00000083478		
ENSMUSG00000103001		
ENSMUSG00000029280		
ENSMUSG00000053360		
ENSMUSG00000020176	GRB10	ENSG00000106070
ENSMUSG00000081842		
ENSMUSG00000005947	ITGAE	ENSG00000083457
ENSMUSG00000101828		
ENSMUSG00000066892	FBXL12	ENSG00000127452
ENSMUSG00000094616		
ENSMUSG00000103674		
ENSMUSG00000024731	MS4A10	ENSG00000172689
ENSMUSG00000081665	LILRB5	ENSG00000105609
ENSMUSG00000081665	LILRB4	ENSG00000186818
ENSMUSG00000081665	LILRA6	ENSG00000244482
ENSMUSG00000081665	LILRB3	ENSG00000204577
ENSMUSG00000081665	LILRA5	ENSG00000187116
ENSMUSG00000081665	LILRA4	ENSG00000239961
ENSMUSG00000052656	RNF103	ENSG00000239305
ENSMUSG00000083369		
ENSMUSG00000095607	TRAV13-1	ENSG00000211788
ENSMUSG00000095607	TRAV13-2	ENSG00000211791
ENSMUSG00000105941		
ENSMUSG00000082680		
ENSMUSG00000055961		
ENSMUSG00000096981		
ENSMUSG00000038188	SCARF1	ENSG00000074660
ENSMUSG00000007907	CABS1	ENSG00000145309
ENSMUSG00000071237		
ENSMUSG00000074419	LILRB5	ENSG00000105609
ENSMUSG00000074419	LILRB4	ENSG00000186818
ENSMUSG00000074419	LILRA6	ENSG00000244482
ENSMUSG00000074419	LILRB3	ENSG00000204577
ENSMUSG00000074419	LILRA5	ENSG00000187116
ENSMUSG00000074419	LILRA4	ENSG00000239961
ENSMUSG00000110460		
ENSMUSG00000111842	CTC-398G3.6	ENSG00000267477
ENSMUSG00000111348		
ENSMUSG00000031952	CHST6	ENSG00000183196
ENSMUSG00000031952	CHST5	ENSG00000135702
ENSMUSG00000100653		
ENSMUSG00000001622	CSN3	ENSG00000171209
ENSMUSG00000110824		
ENSMUSG00000038895	ZNF653	ENSG00000161914
ENSMUSG00000032192	GNB5	ENSG00000069966
ENSMUSG00000020812		
ENSMUSG00000080303		
ENSMUSG00000068149		
ENSMUSG00000101756		
ENSMUSG00000038070	CNTLN	ENSG00000044459
ENSMUSG00000037275	GEMIN5	ENSG00000082516
ENSMUSG00000108602		
ENSMUSG00000062031	PGGHG	ENSG00000142102
ENSMUSG00000092612		
ENSMUSG00000108730		
ENSMUSG00000035208	SLFN13	ENSG00000154760
ENSMUSG00000035208	SLFN11	ENSG00000172716
ENSMUSG00000028862	MAP3K6	ENSG00000142733
ENSMUSG00000109407		
ENSMUSG00000110649		
ENSMUSG00000087512	RP11-638I8.1	ENSG00000283247
ENSMUSG00000048076	ARF1	ENSG00000143761
ENSMUSG00000026790	ODF2	ENSG00000136811
ENSMUSG00000026894	MORN5	ENSG00000185681
ENSMUSG00000036644	TBC1D9B	ENSG00000197226
ENSMUSG00000101421		
ENSMUSG00000051079	RGS13	ENSG00000127074
ENSMUSG00000023274	CD4	ENSG00000010610
ENSMUSG00000080917		
ENSMUSG00000084786	UBL5	ENSG00000198258
ENSMUSG00000110589		
ENSMUSG00000026771	SPOPL	ENSG00000144228
ENSMUSG00000084327		
ENSMUSG00000028804	CSMD2	ENSG00000121904
ENSMUSG00000101706		
ENSMUSG00000034845	PLVAP	ENSG00000130300
ENSMUSG00000048787	DCUN1D3	ENSG00000188215
ENSMUSG00000094421		
ENSMUSG00000076778	TRAV22	ENSG00000211802
ENSMUSG00000101834		
ENSMUSG00000081735		
ENSMUSG00000100319		
ENSMUSG00000107351		
ENSMUSG00000099605		
ENSMUSG00000092363		
ENSMUSG00000095854	TRAV23DV6	ENSG00000211803
ENSMUSG00000103541		
ENSMUSG00000083208		
ENSMUSG00000099625		
ENSMUSG00000007457		
ENSMUSG00000103647		
ENSMUSG00000092392		
ENSMUSG00000110170		
ENSMUSG00000092317		
ENSMUSG00000026080	CHST10	ENSG00000115526
ENSMUSG00000092502		
ENSMUSG00000057286	ST6GALNAC2	ENSG00000070731
ENSMUSG00000022589	CYP11B2	ENSG00000179142
ENSMUSG00000022589	CYP11B1	ENSG00000160882
ENSMUSG00000083139		
ENSMUSG00000025332	KDM5C	ENSG00000126012
ENSMUSG00000107534		
ENSMUSG00000045954	SDPR	ENSG00000168497
ENSMUSG00000079501		
ENSMUSG00000009900	WNT3A	ENSG00000154342
ENSMUSG00000098420		
ENSMUSG00000107991		
ENSMUSG00000099741		
ENSMUSG00000101799		
ENSMUSG00000035273	HPSE	ENSG00000173083
ENSMUSG00000108750		
ENSMUSG00000021485	MXD3	ENSG00000213347
ENSMUSG00000036172	CD200R1L	ENSG00000206531
ENSMUSG00000036172	CD200R1	ENSG00000163606
ENSMUSG00000001552	JUP	ENSG00000173801
ENSMUSG00000108278		
ENSMUSG00000033900	MAP9	ENSG00000164114
ENSMUSG00000111526		
ENSMUSG00000019848	POPDC3	ENSG00000132429
ENSMUSG00000032251	IRAK1BP1	ENSG00000146243
ENSMUSG00000052273	DNAH3	ENSG00000158486
ENSMUSG00000033249	HSF4	ENSG00000102878
ENSMUSG00000050241		
ENSMUSG00000030016	ZNF638	ENSG00000075292
ENSMUSG00000028222	CALB1	ENSG00000104327
ENSMUSG00000040234	TM7SF3	ENSG00000064115
ENSMUSG00000090088		
ENSMUSG00000111345		
ENSMUSG00000094125	CWC22	ENSG00000163510
ENSMUSG00000032096	ARCN1	ENSG00000095139
ENSMUSG00000104736		
ENSMUSG00000053119	RNF103-CHMP3	ENSG00000249884
ENSMUSG00000053119	CHMP3	ENSG00000115561
ENSMUSG00000080842		
ENSMUSG00000094336	CWC22	ENSG00000163510
ENSMUSG00000062210	TNFAIP8	ENSG00000145779
ENSMUSG00000059498	FCGR2C	ENSG00000244682
ENSMUSG00000059498	FCGR2A	ENSG00000143226
ENSMUSG00000059498	FCGR2B	ENSG00000072694
ENSMUSG00000086662		
ENSMUSG00000063457		
ENSMUSG00000032985		
ENSMUSG00000081519		
ENSMUSG00000036951		
ENSMUSG00000048686	HMGB4	ENSG00000176256
ENSMUSG00000027349	FAM98B	ENSG00000171262
ENSMUSG00000086232		
ENSMUSG00000085717		
ENSMUSG00000105850		
ENSMUSG00000109524		
ENSMUSG00000095126	TRAV9-2	ENSG00000211793
ENSMUSG00000087459		
ENSMUSG00000098017		
ENSMUSG00000086027		
ENSMUSG00000029388	EIF2B1	ENSG00000111361
ENSMUSG00000095304	PLAC9	ENSG00000189129
ENSMUSG00000084291		
ENSMUSG00000071317	BVES	ENSG00000112276
ENSMUSG00000075279		
ENSMUSG00000008305	TLE1	ENSG00000196781
ENSMUSG00000030291	MED21	ENSG00000152944
ENSMUSG00000107406		
ENSMUSG00000086087		
ENSMUSG00000082973		
ENSMUSG00000022964	TMEM50B	ENSG00000142188
ENSMUSG00000086600		
ENSMUSG00000102833		
ENSMUSG00000104985		
ENSMUSG00000000126	WNT9A	ENSG00000143816
ENSMUSG00000086955		
ENSMUSG00000001815	EVX2	ENSG00000174279
ENSMUSG00000106209		
ENSMUSG00000070465		
ENSMUSG00000086978		
ENSMUSG00000067161		
ENSMUSG00000075084	OR4A16	ENSG00000181961
ENSMUSG00000075084	OR4A8	ENSG00000225997
ENSMUSG00000075084	OR4A5	ENSG00000221840
ENSMUSG00000099912		
ENSMUSG00000042726	TRAFD1	ENSG00000135148
ENSMUSG00000110104	IFITM3	ENSG00000142089
ENSMUSG00000110104	IFITM2	ENSG00000185201
ENSMUSG00000100377		
ENSMUSG00000081939		
ENSMUSG00000102689		
ENSMUSG00000082708		
ENSMUSG00000060591	IFITM1	ENSG00000185885
ENSMUSG00000084757		
ENSMUSG00000021068	NIN	ENSG00000100503
ENSMUSG00000030149	KLRK1	ENSG00000213809
ENSMUSG00000080797		
ENSMUSG00000057457	PHEX	ENSG00000102174
ENSMUSG00000104717		
ENSMUSG00000001819	HOXD13	ENSG00000128714
ENSMUSG00000021236	ENTPD5	ENSG00000187097
ENSMUSG00000080959		
ENSMUSG00000044485	KLK3	ENSG00000142515
ENSMUSG00000044485	KLK2	ENSG00000167751
ENSMUSG00000044485	KLK1	ENSG00000167748
ENSMUSG00000025489	IFITM5	ENSG00000206013
ENSMUSG00000051278	ZGRF1	ENSG00000138658
ENSMUSG00000085192		
ENSMUSG00000038540	TMC3	ENSG00000188869
ENSMUSG00000104531		
ENSMUSG00000083637		
ENSMUSG00000072553	C17orf67	ENSG00000214226
ENSMUSG00000106238		
ENSMUSG00000073420		
ENSMUSG00000085197		
ENSMUSG00000090474		
ENSMUSG00000097017		
ENSMUSG00000100243		
ENSMUSG00000001823	HOXD12	ENSG00000170178
ENSMUSG00000108691		
ENSMUSG00000040728	ESRP1	ENSG00000104413
ENSMUSG00000040703	CYP2S1	ENSG00000167600
ENSMUSG00000090125	POU3F1	ENSG00000185668
ENSMUSG00000085487		
ENSMUSG00000046000	NAA11	ENSG00000156269
ENSMUSG00000087489		
ENSMUSG00000098760		
ENSMUSG00000047324		
ENSMUSG00000082043		
ENSMUSG00000035239	NEU3	ENSG00000162139
ENSMUSG00000073759		
ENSMUSG00000073002	VAMP5	ENSG00000168899
ENSMUSG00000026281	DTYMK	ENSG00000168393
ENSMUSG00000036356	CSGALNACT1	ENSG00000147408
ENSMUSG00000038072	GALNT11	ENSG00000178234
ENSMUSG00000081172		
ENSMUSG00000086919		
ENSMUSG00000073139	TMEM185A	ENSG00000269556
ENSMUSG00000090175	UGT1A9	ENSG00000241119
ENSMUSG00000090175	UGT1A7	ENSG00000244122
ENSMUSG00000090175	UGT1A10	ENSG00000242515
ENSMUSG00000090175	UGT1A8	ENSG00000242366
ENSMUSG00000063522		
ENSMUSG00000050368	HOXD10	ENSG00000128710
ENSMUSG00000087629		
ENSMUSG00000028540	DPH2	ENSG00000132768
ENSMUSG00000096729	CWC22	ENSG00000163510
ENSMUSG00000099521		
ENSMUSG00000032320	RCN2	ENSG00000117906
ENSMUSG00000027347	RASGRP1	ENSG00000172575
ENSMUSG00000101702		
ENSMUSG00000028159	DAPP1	ENSG00000070190
ENSMUSG00000042499	HOXD11	ENSG00000128713
ENSMUSG00000029359	TESC	ENSG00000088992
ENSMUSG00000096484	CWC22	ENSG00000163510
ENSMUSG00000086090		
ENSMUSG00000096138	TRAV12-3	ENSG00000211794
ENSMUSG00000096138	TRAV12-1	ENSG00000211785
ENSMUSG00000096138	TRAV12-2	ENSG00000211789
ENSMUSG00000096337	CWC22	ENSG00000163510
ENSMUSG00000090762		
ENSMUSG00000106213		
ENSMUSG00000099707		
ENSMUSG00000099563		
ENSMUSG00000105881		
ENSMUSG00000105301		
ENSMUSG00000090171	UGT1A3	ENSG00000243135
ENSMUSG00000090171	UGT1A4	ENSG00000244474
ENSMUSG00000090171	UGT1A5	ENSG00000240224
ENSMUSG00000090086		
ENSMUSG00000096833		
ENSMUSG00000038079	TMEM237	ENSG00000155755
ENSMUSG00000030165	KLRD1	ENSG00000134539
ENSMUSG00000050553	GK2	ENSG00000196475
ENSMUSG00000027935	RAB13	ENSG00000143545
ENSMUSG00000087610		
ENSMUSG00000097516		
ENSMUSG00000093931	AMY1C	ENSG00000187733
ENSMUSG00000093931	AMY1A	ENSG00000237763
ENSMUSG00000093931	AMY1B	ENSG00000174876
ENSMUSG00000093931	AMY2A	ENSG00000243480
ENSMUSG00000093931	AMY2B	ENSG00000240038
ENSMUSG00000028104	POLR3GL	ENSG00000121851
ENSMUSG00000028104	CH17-270A2.2	ENSG00000280778
ENSMUSG00000005892	TRH	ENSG00000170893
ENSMUSG00000029790	CEP41	ENSG00000106477
ENSMUSG00000104156		
ENSMUSG00000024462	GABBR1	ENSG00000204681
ENSMUSG00000063804	LIN28B	ENSG00000187772
ENSMUSG00000048616	NOG	ENSG00000183691
ENSMUSG00000083020		
ENSMUSG00000100209		
ENSMUSG00000086077		
ENSMUSG00000089960	UGT1A1	ENSG00000241635
ENSMUSG00000086031		
ENSMUSG00000030470	CSRP3	ENSG00000129170
ENSMUSG00000044528	TRAM1L1	ENSG00000174599
ENSMUSG00000105104		
ENSMUSG00000062077	TRIM54	ENSG00000138100
ENSMUSG00000087088		
ENSMUSG00000081928		
ENSMUSG00000074818	PDZD7	ENSG00000186862
ENSMUSG00000096544		
ENSMUSG00000097714		
ENSMUSG00000090230		
ENSMUSG00000054893	ZNF667	ENSG00000198046
ENSMUSG00000037029	ZNF146	ENSG00000167635
ENSMUSG00000105812		
ENSMUSG00000108794		
ENSMUSG00000106150		
ENSMUSG00000031951	TMEM231	ENSG00000205084
ENSMUSG00000031951	RP11-77K12.7	ENSG00000260092
ENSMUSG00000108539		
ENSMUSG00000034902	PIP5K1C	ENSG00000186111
ENSMUSG00000083277		
ENSMUSG00000066170		
ENSMUSG00000082513		
ENSMUSG00000082837		
ENSMUSG00000020133	C19orf25	ENSG00000119559
ENSMUSG00000081602		
ENSMUSG00000066647		
ENSMUSG00000085798		
ENSMUSG00000090165	UGT1A9	ENSG00000241119
ENSMUSG00000090165	UGT1A7	ENSG00000244122
ENSMUSG00000090165	UGT1A10	ENSG00000242515
ENSMUSG00000090165	UGT1A8	ENSG00000242366
ENSMUSG00000108985		
ENSMUSG00000041459	TARDBP	ENSG00000120948
ENSMUSG00000035227	SPCS2	ENSG00000118363
ENSMUSG00000059013	SH2D3C	ENSG00000095370
ENSMUSG00000020135	APC2	ENSG00000115266
ENSMUSG00000026866	KYNU	ENSG00000115919
ENSMUSG00000022056	ADAM7	ENSG00000069206
ENSMUSG00000092618		
ENSMUSG00000082663		
ENSMUSG00000102071		
ENSMUSG00000074218	COX7A1	ENSG00000161281
ENSMUSG00000050966	LIN28A	ENSG00000131914
ENSMUSG00000096569	AMY1C	ENSG00000187733
ENSMUSG00000096569	AMY1A	ENSG00000237763
ENSMUSG00000096569	AMY1B	ENSG00000174876
ENSMUSG00000096569	AMY2A	ENSG00000243480
ENSMUSG00000096569	AMY2B	ENSG00000240038
ENSMUSG00000100741		
ENSMUSG00000107916		
ENSMUSG00000041763	TPP2	ENSG00000134900
ENSMUSG00000034032	RPAP1	ENSG00000103932
ENSMUSG00000024653	SCGB1A1	ENSG00000149021
ENSMUSG00000009614	SARDH	ENSG00000123453
ENSMUSG00000022820	NDUFB4	ENSG00000065518
ENSMUSG00000087288		
ENSMUSG00000107265		
ENSMUSG00000038116	PHF20	ENSG00000025293
ENSMUSG00000092220		
ENSMUSG00000026239	PDE6D	ENSG00000156973
ENSMUSG00000022875	KNG1	ENSG00000113889
ENSMUSG00000020893	PER1	ENSG00000179094
ENSMUSG00000108140		
ENSMUSG00000090145	UGT1A6	ENSG00000167165
ENSMUSG00000101804		
ENSMUSG00000030515	TARSL2	ENSG00000185418
ENSMUSG00000051251	NHLH1	ENSG00000171786
ENSMUSG00000083441		
ENSMUSG00000046005		
ENSMUSG00000061728		
ENSMUSG00000108279		
ENSMUSG00000101211		
ENSMUSG00000099621		
ENSMUSG00000102964		
ENSMUSG00000041353	FAM156A	ENSG00000268350
ENSMUSG00000041353	FAM156B	ENSG00000179304
ENSMUSG00000049410	ZNF683	ENSG00000176083
ENSMUSG00000050565	TOR1AIP2	ENSG00000169905
ENSMUSG00000050786	CCDC126	ENSG00000169193
ENSMUSG00000081360		
ENSMUSG00000037697	DDHD1	ENSG00000100523
ENSMUSG00000025491	IFITM1	ENSG00000185885
ENSMUSG00000035211	XRRA1	ENSG00000166435
ENSMUSG00000079435		
ENSMUSG00000024654	ASRGL1	ENSG00000162174
ENSMUSG00000030124	LAG3	ENSG00000089692
ENSMUSG00000047773		
ENSMUSG00000089675	UGT1A9	ENSG00000241119
ENSMUSG00000089675	UGT1A7	ENSG00000244122
ENSMUSG00000089675	UGT1A10	ENSG00000242515
ENSMUSG00000089675	UGT1A8	ENSG00000242366
ENSMUSG00000102927		
ENSMUSG00000108262		
ENSMUSG00000085302		
ENSMUSG00000082677		
ENSMUSG00000090124	UGT1A6	ENSG00000167165
ENSMUSG00000076855	TRAV19	ENSG00000211799
ENSMUSG00000022383	PPARA	ENSG00000186951
ENSMUSG00000043342	HOXD9	ENSG00000128709
ENSMUSG00000110355		
ENSMUSG00000024658		
ENSMUSG00000101586		
ENSMUSG00000031982	ARV1	ENSG00000173409
ENSMUSG00000020332	MEIKIN	ENSG00000239642
ENSMUSG00000002489	TIAM1	ENSG00000156299
ENSMUSG00000000682		
ENSMUSG00000078681	TM2D3	ENSG00000184277
ENSMUSG00000094562	TRAV22	ENSG00000211802
ENSMUSG00000097573		
ENSMUSG00000025492	IFITM1	ENSG00000185885
ENSMUSG00000026024	ALS2	ENSG00000003393
ENSMUSG00000095867	SPIN2A	ENSG00000147059
ENSMUSG00000095867	SPIN2B	ENSG00000186787
ENSMUSG00000094212	TRAV23DV6	ENSG00000211803
ENSMUSG00000101764		
ENSMUSG00000101848		
ENSMUSG00000083841		
ENSMUSG00000059483		
ENSMUSG00000100784		
ENSMUSG00000105090		
ENSMUSG00000082974		
ENSMUSG00000070360	AMY1C	ENSG00000187733
ENSMUSG00000070360	AMY1A	ENSG00000237763
ENSMUSG00000070360	AMY1B	ENSG00000174876
ENSMUSG00000070360	AMY2A	ENSG00000243480
ENSMUSG00000070360	AMY2B	ENSG00000240038
ENSMUSG00000009551		
ENSMUSG00000101044		
ENSMUSG00000109002		
ENSMUSG00000012123	AIM1L	ENSG00000176092
ENSMUSG00000102197		
ENSMUSG00000059108		
ENSMUSG00000109400		
ENSMUSG00000078952		
ENSMUSG00000053719	KLK3	ENSG00000142515
ENSMUSG00000053719	KLK2	ENSG00000167751
ENSMUSG00000053719	KLK1	ENSG00000167748
ENSMUSG00000097010		
ENSMUSG00000021903	GALNT15	ENSG00000131386
ENSMUSG00000100389		
ENSMUSG00000084212		
ENSMUSG00000031950	GABARAPL2	ENSG00000034713
ENSMUSG00000099670		
ENSMUSG00000098238		
ENSMUSG00000086542		
ENSMUSG00000078151		
ENSMUSG00000110028		
ENSMUSG00000101902		
ENSMUSG00000085681		
ENSMUSG00000060673		
ENSMUSG00000044164	RNF182	ENSG00000180537
ENSMUSG00000051736	FAM229B	ENSG00000203778
ENSMUSG00000102132		
ENSMUSG00000109703		
ENSMUSG00000081261		
ENSMUSG00000054641	MMRN1	ENSG00000138722
ENSMUSG00000046916	MYCT1	ENSG00000120279
ENSMUSG00000026466	TOR1AIP1	ENSG00000143337
ENSMUSG00000054545	UGT1A6	ENSG00000167165
ENSMUSG00000100880		
ENSMUSG00000051705	SENP8	ENSG00000166192
ENSMUSG00000076858	TRAV5	ENSG00000211779
ENSMUSG00000038085	CNBD2	ENSG00000149646
ENSMUSG00000101394		
ENSMUSG00000108759		
ENSMUSG00000081438		
ENSMUSG00000086203		
ENSMUSG00000095392		
ENSMUSG00000082319		
ENSMUSG00000108339		
ENSMUSG00000091192		
ENSMUSG00000052371		
ENSMUSG00000105380		
ENSMUSG00000050812	KIAA0368	ENSG00000136813
ENSMUSG00000043068	FAM89A	ENSG00000182118
ENSMUSG00000081984		
ENSMUSG00000082419		
ENSMUSG00000099856		
ENSMUSG00000089943	UGT1A3	ENSG00000243135
ENSMUSG00000089943	UGT1A4	ENSG00000244474
ENSMUSG00000089943	UGT1A5	ENSG00000240224
ENSMUSG00000090467		
ENSMUSG00000085386		
ENSMUSG00000087203		
ENSMUSG00000101496		
ENSMUSG00000075277		
ENSMUSG00000099600		
ENSMUSG00000079610	ANKRD39	ENSG00000213337
ENSMUSG00000086559		
ENSMUSG00000027937	JTB	ENSG00000143543
ENSMUSG00000064329	SCN1A	ENSG00000144285
ENSMUSG00000109153		
ENSMUSG00000019772	VIP	ENSG00000146469
ENSMUSG00000037896	RCOR1	ENSG00000089902
ENSMUSG00000079277	HOXD3	ENSG00000128652
ENSMUSG00000051748		
ENSMUSG00000103266		
ENSMUSG00000086221		
ENSMUSG00000055561	SPINK5	ENSG00000133710
ENSMUSG00000108885		
ENSMUSG00000067571	MS4A15	ENSG00000166961
ENSMUSG00000108098		
ENSMUSG00000108261		
ENSMUSG00000109412		
ENSMUSG00000098246		
ENSMUSG00000024997	PRDX3	ENSG00000165672
ENSMUSG00000081488		
ENSMUSG00000108328		
ENSMUSG00000050777	TMEM37	ENSG00000171227
ENSMUSG00000084195		
ENSMUSG00000110666		
ENSMUSG00000108440		
ENSMUSG00000080719		
ENSMUSG00000101174	HOXD4	ENSG00000170166
ENSMUSG00000067653	ANKRD23	ENSG00000163126
ENSMUSG00000097831		
ENSMUSG00000103461		
ENSMUSG00000063762	TAS2R14	ENSG00000212127
ENSMUSG00000083963		
ENSMUSG00000055629	B4GALNT4	ENSG00000182272
ENSMUSG00000108299		
ENSMUSG00000082571		
ENSMUSG00000102447		
ENSMUSG00000057699	TAS2R42	ENSG00000186136
ENSMUSG00000019854	REPS1	ENSG00000135597
ENSMUSG00000030122	PTMS	ENSG00000159335
ENSMUSG00000086034		
ENSMUSG00000108087		
ENSMUSG00000025213	KAZALD1	ENSG00000107821
ENSMUSG00000085015		
ENSMUSG00000050954	ZNF169	ENSG00000175787
ENSMUSG00000105634		
ENSMUSG00000098130		
ENSMUSG00000107466		
ENSMUSG00000040430	PITPNC1	ENSG00000154217
ENSMUSG00000107652		
ENSMUSG00000039763	DNAJC28	ENSG00000177692
ENSMUSG00000083305		
ENSMUSG00000046826	FAM187B	ENSG00000177558
ENSMUSG00000104665		
ENSMUSG00000027102	HOXD8	ENSG00000175879
ENSMUSG00000085281		
ENSMUSG00000062528	TAS2R14	ENSG00000212127
ENSMUSG00000102673		
ENSMUSG00000104986		
ENSMUSG00000070271		
ENSMUSG00000104291		
ENSMUSG00000030020	PRICKLE2	ENSG00000163637
ENSMUSG00000081008		
ENSMUSG00000103050		
ENSMUSG00000082321		
ENSMUSG00000081751		
ENSMUSG00000057914	CACNB2	ENSG00000165995
ENSMUSG00000035086	BECN1	ENSG00000126581
ENSMUSG00000085337		
ENSMUSG00000085546		
ENSMUSG00000055818		
ENSMUSG00000100642	AC009336.19	ENSG00000278500
ENSMUSG00000026395	PTPRC	ENSG00000081237
ENSMUSG00000022962	GART	ENSG00000159131
ENSMUSG00000087323		
ENSMUSG00000110550		
ENSMUSG00000084017		
ENSMUSG00000091184		
ENSMUSG00000101627		
ENSMUSG00000082738		
ENSMUSG00000087666	TRAV22	ENSG00000211802
ENSMUSG00000025551	FGF14	ENSG00000102466
ENSMUSG00000102869		
ENSMUSG00000020111	MICU1	ENSG00000107745
ENSMUSG00000029195	KLB	ENSG00000134962
ENSMUSG00000083659		
ENSMUSG00000047115	FAM221A	ENSG00000188732
ENSMUSG00000109510	ANKRD23	ENSG00000163126
ENSMUSG00000110458		
ENSMUSG00000061272		
ENSMUSG00000106791		
ENSMUSG00000101241		
ENSMUSG00000086959		
ENSMUSG00000084197		
ENSMUSG00000100695		
ENSMUSG00000020429	IGFBP1	ENSG00000146678
ENSMUSG00000083060		
ENSMUSG00000046258	ADAM29	ENSG00000168594
ENSMUSG00000050232	CXCR3	ENSG00000186810
ENSMUSG00000101866		
ENSMUSG00000107908		
ENSMUSG00000000686	ABHD15	ENSG00000168792
ENSMUSG00000071708	SMS	ENSG00000102172
ENSMUSG00000107757		
ENSMUSG00000043331		
ENSMUSG00000107590		
ENSMUSG00000101445		
ENSMUSG00000097924		
ENSMUSG00000108568		
ENSMUSG00000101398		
ENSMUSG00000099994		
ENSMUSG00000024223	ARMC12	ENSG00000157343
ENSMUSG00000085245		
ENSMUSG00000094584	MS4A18	ENSG00000214782
ENSMUSG00000105061		
ENSMUSG00000108246		
ENSMUSG00000081995		
ENSMUSG00000096649		
ENSMUSG00000032253	PHIP	ENSG00000146247
ENSMUSG00000107544		
ENSMUSG00000099636		
ENSMUSG00000026283	ING5	ENSG00000168395
ENSMUSG00000044328	TP53I13	ENSG00000167543
ENSMUSG00000086298		
ENSMUSG00000030001	FIGLA	ENSG00000183733
ENSMUSG00000039578	CCSER1	ENSG00000184305
